,group,timespan,magnitude,drop,shape,startdate,enddate,recoverytime,pre_slope,recovery_slope,pre_post_difference
0,0,0 days 00:06:00,9586.0,8.32002499652826,-2374.0,2007-08-17 07:00:00,2007-08-17 07:06:00,0 days 01:04:00,-23770.53191946871,-805.0,-6370.895918418018
1,1,0 days 00:12:00,31161.0,18.437152391546164,-315.2857142857143,2007-08-18 02:20:00,2007-08-18 02:32:00,0 days 00:26:00,-30007.100628394153,3346.4,-644.7996622677783
2,2,0 days 00:08:00,10998.0,8.912407516956904,-1515.4,2007-08-20 05:54:00,2007-08-20 06:02:00,0 days 00:26:00,-19800.431760374213,-1867.0,-637.3649498520681
3,3,0 days 00:26:00,115681.0,68.47257983367368,-1165.357142857143,2007-08-20 15:58:00,2007-08-20 16:24:00,1 days 00:02:00,25752.340801986706,3672.818181818182,-12108.227798308513
4,4,0 days 00:12:00,81476.0,57.35807614327551,12683.42857142857,2007-08-20 16:06:00,2007-08-20 16:18:00,0 days 00:12:00,-180096.26290507516,12683.42857142857,4012.261894003268
5,5,0 days 00:06:00,15976.0,14.822374585973677,-118.75,2007-08-22 11:08:00,2007-08-22 11:14:00,0 days 00:12:00,-2002.7706612995098,9.666666666666666,-1646.7617867989438
6,6,0 days 00:22:00,55174.0,51.25646814005555,-612.4166666666666,2007-08-24 10:42:00,2007-08-24 11:04:00,0 days 00:28:00,7944.52933124813,3459.0,-1469.8017746071869
7,7,0 days 00:48:00,158622.0,84.98639120464628,-1078.6,2007-08-24 19:48:00,2007-08-24 20:36:00,0 days 01:06:00,-25062.841676767217,2863.3636363636365,-11164.276250906034
8,8,0 days 00:40:00,119967.0,92.75607719428466,-796.5238095238095,2007-08-28 14:30:00,2007-08-28 15:10:00,1 days 00:02:00,15342.228501174332,-861.7,-15978.498529162702
9,9,0 days 00:08:00,7111.0,8.448177541225107,-250.0,2007-08-30 07:24:00,2007-08-30 07:32:00,0 days 00:14:00,-18461.10769159285,-219.0,-428.1589369225212
10,10,0 days 00:06:00,9358.0,5.6566364834314555,-2572.0,2007-08-31 02:40:00,2007-08-31 02:46:00,1 days 02:10:00,23542.24353683544,-6524.0,-3169.7637300303213
11,11,0 days 00:16:00,9358.0,5.6566364834314555,-689.7777777777778,2007-08-31 02:40:00,2007-08-31 02:56:00,1 days 02:10:00,23542.24353683544,-407.3333333333333,-2782.9181835782374
12,12,1 days 06:06:00,2475.0295383999182,1.962513115211479,-2.740896498781751,2007-10-01 21:40:00,2007-10-03 03:46:00,1 days 10:04:00,-0.005031966146059281,-2.740896498784423,-0.010481372802793546
13,13,1 days 06:34:00,2513.4020893828565,2.0281135303211784,-2.740896498781744,2007-10-03 00:16:00,2007-10-04 06:50:00,1 days 10:26:00,-0.03276436219233247,-2.740896498784423,-0.06834013517234065
