,group,timespan,magnitude,drop,shape,startdate,enddate,recoverytime,pre_slope,recovery_slope,pre_post_difference
0,0,0 days 00:10:00,2445.854399935325,27.890832791669638,-426.98619216196056,2020-08-07 02:54:00,2020-08-07 03:04:00,0 days 06:56:00,1560.6732202606295,-36.962165002627444,-1723.2177050183504
1,1,0 days 00:06:00,931.3684210526317,17.20915305993445,-242.395032051282,2020-08-07 11:00:00,2020-08-07 11:06:00,0 days 01:20:00,3420.3435487902943,-301.7525865946918,-604.2977140481198
2,2,0 days 00:42:00,1608.7714285714283,24.788138391304543,-8.665501165501155,2020-08-07 14:00:00,2020-08-07 14:42:00,1 days 03:20:00,3581.011739799488,-9.107866736438154,-425.45306045827476
3,3,0 days 00:44:00,1853.4210526315792,24.650697205577643,-12.864247943595768,2020-08-07 16:00:00,2020-08-07 16:44:00,0 days 11:00:00,2649.2290379604738,73.3634024577573,-642.4764629257188
4,4,0 days 00:12:00,7590.056561085973,99.1695581717214,-1116.2880252100842,2020-08-07 17:12:00,2020-08-07 17:24:00,0 days 02:48:00,770.7568275114768,-88.29117647058823,-5618.53489245737
5,5,0 days 00:04:00,1491.0363247863247,78.7423210424876,630.9785103785104,2020-08-07 17:44:00,2020-08-07 17:48:00,0 days 00:04:00,-16745.60169907611,630.9785103785104,1683.183209439379
6,6,0 days 00:48:00,3031.1675675675688,33.70747614396275,-37.062222222222225,2020-08-08 00:00:00,2020-08-08 00:48:00,0 days 02:10:00,535.6376816112198,85.67087646652864,-644.1734630275206
7,7,0 days 00:20:00,1967.9643962848295,25.4684999587313,-151.87332842596004,2020-08-08 05:00:00,2020-08-08 05:20:00,0 days 12:20:00,3317.0615874907785,-155.00013495276653,-806.569106333496
8,8,0 days 00:54:00,7252.2129629629635,72.1328792405427,-41.935897435897395,2020-08-11 21:00:00,2020-08-11 21:54:00,0 days 18:02:00,1369.3133362085937,166.31065088757398,-929.2880284312228
9,9,0 days 01:14:00,7537.1,68.49729631480892,-42.57617728531855,2020-08-12 20:08:00,2020-08-12 21:22:00,0 days 00:54:00,3331.651813352916,170.8890608875129,181.91714065005726
10,10,0 days 01:56:00,4612.088235294118,91.5262448272038,-20.518462469733667,2020-08-21 05:40:00,2020-08-21 07:36:00,0 days 05:16:00,52.59340505666387,36.387946428571425,-541.3984180650151
11,11,0 days 01:22:00,1889.975,77.11114964452922,-5.877380952380972,2020-08-21 08:02:00,2020-08-21 09:24:00,0 days 01:28:00,-3615.5483390168424,205.88437499999998,-163.9634940461376
12,12,0 days 01:02:00,1320.7194444444444,33.7497222772344,-4.809375000000003,2020-09-02 10:04:00,2020-09-02 11:06:00,0 days 02:34:00,428.14576513066515,-6.61854838709678,-160.4528617743453
13,13,0 days 00:28:00,3888.254668930391,67.72596643779673,-69.11576068376066,2020-09-02 14:02:00,2020-09-02 14:30:00,0 days 00:48:00,165.3540323643557,49.58284023668637,-656.1473476639878
14,14,0 days 01:00:00,3212.2557354925775,37.710135871928706,-19.212138130686483,2020-09-02 18:00:00,2020-09-02 19:00:00,0 days 07:26:00,1082.2012151691506,60.76387652947722,-1743.4969404527837
15,15,0 days 01:00:00,2404.2698717948724,30.19121516416982,-24.674193548387084,2020-09-02 19:00:00,2020-09-02 20:00:00,0 days 01:16:00,-872.7230883945481,48.11274464119294,-110.63571887379743
16,16,0 days 01:22:00,2743.9027777777774,37.875522904261075,-7.012745098039215,2020-09-03 14:14:00,2020-09-03 15:36:00,0 days 02:30:00,4089.4902616031445,38.975,-1484.2996792395509
17,17,0 days 00:36:00,2470.7615384615387,38.573705188852024,-58.8842105263158,2020-09-04 02:50:00,2020-09-04 03:26:00,0 days 04:06:00,259.8302102800254,-0.2302182163187835,-430.66434909125576
18,18,0 days 01:40:00,7389.583333333333,99.80753213425477,-23.549836601307224,2020-09-04 16:00:00,2020-09-04 17:40:00,0 days 03:02:00,1281.335552717483,272.9346264367816,-1530.2042958388945
19,19,0 days 00:36:00,2215.3592436974786,25.329867337254598,-16.489777327935276,2020-09-04 19:02:00,2020-09-04 19:38:00,0 days 02:36:00,694.329724847436,91.99712052653227,-52.073282752999006
20,20,0 days 00:10:00,1176.6589743589743,29.658495285244328,-183.3263157894737,2020-09-08 07:14:00,2020-09-08 07:24:00,0 days 08:24:00,734.5859706335355,-19.925000000000068,-611.9328098292822
21,21,0 days 00:08:00,1312.827365728901,16.14577689650926,-191.4,2020-09-08 17:42:00,2020-09-08 17:50:00,0 days 05:02:00,115.5482120550123,-245.5220588235295,-728.4346478339394
22,22,0 days 00:12:00,1096.2848232848232,26.358994353925638,-143.09523809523813,2020-09-23 07:14:00,2020-09-23 07:26:00,0 days 06:52:00,2001.458480891371,-32.0630229419703,-640.680470846384
23,23,0 days 01:12:00,1685.3083333333334,25.174208003983324,-4.910668563300139,2020-09-23 14:14:00,2020-09-23 15:26:00,21 days 00:00:00,3091.7546408588632,31.344999999999995,-777.2925598140883
24,24,0 days 00:46:00,2591.4213362068967,38.60977212126817,-20.718269230769238,2020-09-23 16:00:00,2020-09-23 16:46:00,0 days 01:30:00,582.2991101954865,51.76602564102562,-408.5377839501789
25,25,0 days 04:38:00,3766.3051282051283,98.78733463807006,-9.706390977443643,2020-09-24 02:58:00,2020-09-24 07:36:00,0 days 03:16:00,-1537.4749810298345,49.460874795012224,573.5326783842944
26,26,0 days 00:06:00,1318.43125,37.88017274661735,-349.34038461538466,2020-09-25 06:00:00,2020-09-25 06:06:00,0 days 14:06:00,1280.6389294196947,-26.92702702702718,-955.8216109418663
27,27,0 days 00:20:00,852.6485671191554,23.81307628570501,-30.369289044289044,2020-10-02 06:56:00,2020-10-02 07:16:00,0 days 05:30:00,-352.56855672265874,-34.90769230769233,-141.03389722820333
28,28,0 days 02:46:00,3156.085135135135,33.026794729295176,-6.862179487179479,2020-10-03 21:46:00,2020-10-04 00:32:00,0 days 02:38:00,-1465.0410745357194,52.78444444444445,16.386225719378785
29,29,0 days 01:10:00,1828.1324324324323,22.99412576572412,-3.0652190652190763,2020-10-14 14:14:00,2020-10-14 15:24:00,1 days 06:50:00,3080.4688770459807,45.70814479638008,-1027.9697085735534
30,30,0 days 00:06:00,1159.3419540229897,12.009446792879913,-255.79914529914504,2020-10-14 18:00:00,2020-10-14 18:06:00,0 days 03:02:00,-29.581074309734962,-331.37962962962956,-681.1146494221699
31,31,0 days 00:26:00,1853.2484848484855,19.671323326960348,-96.37857142857145,2020-10-15 21:00:00,2020-10-15 21:26:00,0 days 00:04:00,-335.8575925505761,-98.93205128205136,225.62062016487351
32,32,0 days 01:08:00,2953.3557692307686,67.40577096813129,-25.311428571428575,2020-10-16 06:00:00,2020-10-16 07:08:00,0 days 02:00:00,-500.0521112073411,54.02076480263158,-277.6700107810997
33,33,0 days 01:06:00,9380.026315789473,82.66870454208104,-70.51923374613007,2020-10-16 21:00:00,2020-10-16 22:06:00,0 days 05:28:00,1629.231312846346,55.19296874999996,-1054.773042891586
34,34,0 days 00:44:00,1634.0295031055903,17.412070133753176,-27.16610925306581,2020-10-17 00:00:00,2020-10-17 00:44:00,0 days 01:18:00,-511.93685367576336,-26.565392940392982,-406.0672885025547
35,35,0 days 00:08:00,815.5328947368421,16.635465355809004,-144.20499999999993,2020-10-19 06:02:00,2020-10-19 06:10:00,0 days 01:38:00,-894.9349559140142,-173.1875,-328.4189973179852
36,36,0 days 00:46:00,3353.8031674208146,69.51226374483832,-27.064583333333342,2020-10-19 09:26:00,2020-10-19 10:12:00,0 days 03:14:00,-14.142025257724528,46.333494446729716,-485.7842456673505
37,37,0 days 00:52:00,8346.657894736842,79.3736157859833,-48.534113060428794,2020-10-19 17:52:00,2020-10-19 18:44:00,0 days 02:28:00,1790.2926427811599,114.45736842105264,-1153.479388448552
38,38,0 days 00:56:00,7287.839285714286,73.41339295832665,-54.33362068965515,2020-10-19 21:44:00,2020-10-19 22:40:00,0 days 11:44:00,2125.736665202411,67.0712962962963,-651.3327282012923
39,39,0 days 00:08:00,2183.7639358607103,30.710213864853998,-445.94842819778313,2020-10-20 02:54:00,2020-10-20 03:02:00,0 days 03:46:00,1053.2415123641294,-134.96356956034379,-1639.3673145049754
40,40,0 days 03:06:00,7042.452440033086,99.03782044153782,-34.52416013437851,2020-10-20 02:54:00,2020-10-20 06:00:00,0 days 03:28:00,1053.2415123641294,68.67029672165496,-252.28960403617987
41,41,0 days 00:16:00,1045.7055555555544,10.406785002446512,-15.527065527065538,2020-10-24 14:34:00,2020-10-24 14:50:00,0 days 01:02:00,-165.22093497705822,-20.90037393162379,-301.2743448310266
42,42,0 days 00:38:00,6341.193452380952,73.75726965576449,-68.52977564102567,2020-11-02 22:04:00,2020-11-02 22:42:00,0 days 00:46:00,-623.2041681103674,-51.63978696741852,-347.57553494049625
43,43,0 days 02:02:00,6842.825,99.98538828798223,-43.87270797962648,2020-11-03 04:00:00,2020-11-03 06:02:00,0 days 03:48:00,1621.044559048797,83.6882298136646,-567.6120993032716
44,44,0 days 01:00:00,9022.671328671328,75.96562758506997,-45.84730747464193,2020-11-09 18:32:00,2020-11-09 19:32:00,0 days 06:22:00,1467.761036275047,263.65204678362574,-1261.819251769195
45,45,0 days 00:24:00,957.4109311740885,17.715447720886388,-40.61346153846149,2020-11-16 09:22:00,2020-11-16 09:46:00,0 days 15:48:00,737.0434616299566,-42.39246794871792,-361.2820615135322
46,46,0 days 03:46:00,11355.008012820514,99.93124506374816,-67.80951481574746,2020-11-25 03:52:00,2020-11-25 07:38:00,0 days 15:04:00,3633.5329367401105,113.80439542423007,-3029.8826288415326
47,47,0 days 00:28:00,3126.614551083591,54.09811081821332,-28.941666666666666,2020-11-25 08:36:00,2020-11-25 09:04:00,0 days 00:40:00,-489.60398613546477,166.2834841628959,-25.63011124107061
48,48,0 days 00:04:00,1662.7805429864252,38.52870928779325,392.3092006033182,2020-11-25 08:40:00,2020-11-25 08:44:00,0 days 00:04:00,-4461.913371924957,392.3092006033182,4.191089887237467
49,49,0 days 00:44:00,3927.800921658986,78.81543380387131,-49.68306636155605,2020-11-25 10:00:00,2020-11-25 10:44:00,0 days 00:56:00,-161.08936935303518,154.53571428571428,-457.95345752354433
50,50,0 days 00:52:00,2953.9618055555557,43.94268872699926,-66.28869895536563,2020-11-26 11:14:00,2020-11-26 12:06:00,0 days 07:42:00,1959.2379664971218,-73.7346318211703,-1029.8866060570635
51,51,0 days 00:58:00,11927.0,95.54594248177521,-64.36784313725487,2020-11-27 18:52:00,2020-11-27 19:50:00,0 days 01:42:00,742.2876668020276,193.64560639070447,-1440.8184939086293
52,52,0 days 00:58:00,8999.8,81.9474796037296,-65.66019230769234,2020-11-28 00:12:00,2020-11-28 01:10:00,0 days 02:58:00,1985.5850374668305,117.05089285714284,-1413.0543427197997
53,53,0 days 00:06:00,2008.8618421052633,38.533868745046775,-475.01874999999995,2020-12-02 11:14:00,2020-12-02 11:20:00,1 days 01:40:00,1942.520538984039,-26.317307692307622,-1094.443519323309
54,54,0 days 00:24:00,5363.455465587044,92.24764475868939,-61.846548323471396,2020-12-02 14:06:00,2020-12-02 14:30:00,0 days 03:52:00,-30.38434687988206,275.36446693657217,-769.0649338003647
55,55,0 days 00:16:00,3742.0633928571433,66.3526753146088,-116.18713450292398,2020-12-02 15:02:00,2020-12-02 15:18:00,0 days 00:30:00,-1569.6910433024516,-58.14464285714291,-692.2003035062758
56,56,0 days 00:22:00,2226.2000000000007,26.683553811793573,-25.345833333333303,2020-12-02 16:50:00,2020-12-02 17:12:00,0 days 00:44:00,-724.6007629568903,-30.215151515151526,-341.0025152371111
57,57,0 days 00:58:00,2621.175,45.983106152307776,-13.640064102564095,2020-12-04 12:24:00,2020-12-04 13:22:00,0 days 01:36:00,-325.8768661536951,175.5144230769231,-778.5643745527651
58,58,0 days 00:18:00,8093.4400000000005,95.38032205754799,-157.78000000000003,2020-12-09 14:22:00,2020-12-09 14:40:00,0 days 01:12:00,-7.056002614783694,-143.30444444444453,-1252.8762026775078
59,59,0 days 02:20:00,8318.108108108108,100.0,-93.62657999277738,2020-12-13 10:04:00,2020-12-13 12:24:00,0 days 06:00:00,4368.230062810234,281.68609838437425,-4323.642190113121
60,60,0 days 00:12:00,3231.314285714285,22.875450799860033,-419.02029784886923,2020-12-13 16:14:00,2020-12-13 16:26:00,1 days 03:32:00,6549.028019574746,-368.32554112554135,-2247.2734562312635
61,61,0 days 00:10:00,3487.545454545455,33.226705160591834,49.84264520202032,2020-12-13 17:34:00,2020-12-13 17:44:00,0 days 00:10:00,-4251.767514965266,520.689393939394,601.3011922882058
62,62,0 days 00:28:00,11091.149758454107,80.72008139977231,-174.22414141414143,2020-12-13 19:36:00,2020-12-13 20:04:00,0 days 00:58:00,-1451.1014736646903,807.1191358024693,-1120.268951760323
63,63,0 days 00:04:00,1217.1756410256403,9.89169528397818,133.842543859649,2020-12-13 20:04:00,2020-12-13 20:08:00,0 days 00:04:00,-6612.734750882436,133.842543859649,1546.2926913017584
64,64,0 days 00:04:00,1240.0723684210534,9.317109748930221,211.35110211426036,2020-12-13 20:08:00,2020-12-13 20:12:00,0 days 00:04:00,-6028.259585028689,211.35110211426036,903.0059263897783
65,65,0 days 00:06:00,860.7179487179492,6.789630279874032,-62.76923076923049,2020-12-13 20:22:00,2020-12-13 20:28:00,0 days 00:08:00,-4229.4684606897845,3.141239316239686,405.3032351415367
66,66,0 days 00:14:00,2005.0192307692305,14.506786511851175,47.49991987179487,2020-12-13 20:22:00,2020-12-13 20:36:00,0 days 00:14:00,-4229.4684606897845,91.5,739.2114713411275
67,67,0 days 00:18:00,2545.8942307692305,17.726445291133658,108.88493589743594,2020-12-13 20:22:00,2020-12-13 20:40:00,0 days 00:18:00,-4229.4684606897845,149.9277777777778,610.2122559112631
68,68,0 days 00:08:00,1147.2250000000004,7.966383870368546,102.84102564102541,2020-12-13 20:44:00,2020-12-13 20:52:00,0 days 00:08:00,-2249.190636508103,-169.7194444444449,190.93413031083816
69,69,0 days 00:10:00,1049.125,7.1566097810126905,-3.0492521367523295,2020-12-13 21:14:00,2020-12-13 21:24:00,0 days 00:10:00,351.20020447203296,57.675,309.0897819767516
70,70,0 days 00:18:00,2788.0641025641035,17.219307059655392,-179.8125,2020-12-13 21:36:00,2020-12-13 21:54:00,0 days 02:42:00,1558.4260346469,8.091666666666546,-2500.4429695891704
71,71,0 days 01:50:00,13204.014742014742,99.68771268602521,-40.58750000000017,2020-12-13 21:56:00,2020-12-13 23:46:00,0 days 01:56:00,-1629.145269263517,416.0950972940103,-412.20488183472884
72,72,0 days 01:12:00,18315.0,95.47516029818068,-81.60791505791501,2020-12-17 19:50:00,2020-12-17 21:02:00,0 days 00:58:00,2470.0589538359454,426.31404761904764,1820.73914700871
73,73,0 days 00:10:00,3813.20227920228,19.50540822671867,-667.445295870583,2020-12-18 20:10:00,2020-12-18 20:20:00,1 days 00:06:00,12012.671006743918,-392.62037037037044,-3453.672685836553
74,74,0 days 02:44:00,19518.017094017094,99.83915442181065,-47.959853934795476,2020-12-18 20:10:00,2020-12-18 22:54:00,1 days 00:06:00,12012.671006743918,403.58416692315575,-4258.67063612196
75,75,0 days 00:08:00,1340.5818181818177,10.241344992565388,-291.39279279279253,2020-12-18 23:24:00,2020-12-18 23:32:00,0 days 00:22:00,-3806.4872405108854,-327.29932432432406,-737.7607164220778
76,76,0 days 00:06:00,963.875,4.49086800540465,55.212499999999636,2020-12-19 19:54:00,2020-12-19 20:00:00,0 days 00:06:00,227.77679894347602,108.72807017543892,1408.7175111383926
77,77,0 days 00:06:00,1528.0736486486494,7.0653711527911724,-380.5749999999998,2020-12-19 20:06:00,2020-12-19 20:12:00,0 days 00:08:00,4537.68483541278,-567.375,2846.8660314838694
78,78,0 days 00:06:00,1128.4749999999985,6.102017062774834,-62.318749999999454,2020-12-19 20:32:00,2020-12-19 20:38:00,0 days 00:08:00,7643.108040520448,-39.88333333333261,-591.2267994770605
79,79,0 days 00:10:00,2581.7750000000015,12.91278111628769,135.67948717948698,2020-12-19 20:36:00,2020-12-19 20:46:00,0 days 00:10:00,5387.981283621969,135.67948717948698,-328.35055945058434
80,80,0 days 00:08:00,1939.8993589743586,10.133740570283535,194.45128205128202,2020-12-19 20:50:00,2020-12-19 20:58:00,0 days 00:08:00,5895.361947239983,222.46233974358984,755.6810727132247
81,81,0 days 00:06:00,1559.8473684210549,7.7782560199462125,157.80735492577605,2020-12-19 21:08:00,2020-12-19 21:14:00,0 days 00:06:00,9691.419970809384,172.43245614035064,1118.417154204601
82,82,0 days 00:04:00,1048.8358974358998,5.167586578924443,159.80833333333308,2020-12-19 21:18:00,2020-12-19 21:22:00,0 days 00:04:00,11459.360872604373,159.80833333333308,1371.413715288235
83,83,0 days 00:08:00,3780.4910256410258,18.340457654526304,-682.225,2020-12-20 04:14:00,2020-12-20 04:22:00,0 days 14:44:00,5197.897150482154,-398.3916666666676,-1915.593367744862
84,84,0 days 01:00:00,21474.782608695652,96.73420225423281,-182.64354838709693,2020-12-20 20:08:00,2020-12-20 21:08:00,0 days 03:24:00,3181.232691332166,230.6697530864198,-2153.6675319057777
85,85,0 days 01:00:00,18471.166666666668,88.76883274996196,-102.8662046148143,2020-12-21 18:50:00,2020-12-21 19:50:00,0 days 01:20:00,-2499.036471359077,408.7642998027613,-2373.6318540297916
86,86,0 days 00:36:00,13535.125,85.19448680001196,-187.5,2020-12-22 05:24:00,2020-12-22 06:00:00,0 days 00:40:00,826.3256334763228,107.91323529411768,-1214.491121526266
87,87,0 days 00:08:00,2039.2291666666679,10.360401363280346,-305.09022869022886,2020-12-22 20:08:00,2020-12-22 20:16:00,0 days 00:06:00,11774.319925021342,-356.5534909909911,-225.88990246958838
