event_id,timestamp,count,provider
21,1515140171.0,0,aws
2,1515140608.0,0,azure
21,1515141071.0,0,aws
2,1515141508.0,0,azure
21,1515141971.0,0,aws
2,1515142408.0,0,azure
21,1515142871.0,0,aws
2,1515143308.0,0,azure
21,1515143771.0,0,aws
2,1515144208.0,0,azure
21,1515144671.0,0,aws
2,1515145108.0,1,azure
21,1515145571.0,0,aws
21,1515146471.0,4,aws
2,1515484030.0,0,aws
2,1515484930.0,0,aws
2,1515485830.0,0,aws
2,1515486730.0,0,aws
2,1515487630.0,0,aws
2,1515488530.0,0,aws
2,1515489430.0,0,aws
2,1515490330.0,0,aws
2,1515491230.0,1,aws
2,1515492130.0,3,aws
2,1515493030.0,0,aws
2,1515493930.0,0,aws
2,1515494830.0,0,aws
2,1515495730.0,0,aws
2,1515496630.0,0,aws
2,1515497530.0,0,aws
2,1515498430.0,0,aws
2,1515499330.0,0,aws
2,1515500230.0,0,aws
2,1515501130.0,0,aws
2,1515502030.0,0,aws
2,1515502930.0,0,aws
2,1515503830.0,0,aws
2,1515504730.0,1,aws
2,1515505630.0,1,aws
2,1515506530.0,0,aws
2,1515507430.0,0,aws
2,1515508330.0,0,aws
2,1515509230.0,0,aws
2,1515510130.0,0,aws
2,1515511030.0,0,aws
2,1515511930.0,1,aws
2,1515512830.0,1,aws
2,1515513730.0,0,aws
2,1515514630.0,1,aws
2,1515515530.0,1,aws
2,1515516430.0,2,aws
2,1515517330.0,0,aws
2,1515518230.0,0,aws
2,1515519130.0,0,aws
2,1515520030.0,1,aws
2,1515520930.0,2,aws
2,1515521830.0,2,aws
2,1515522730.0,1,aws
2,1515523630.0,3,aws
2,1515524530.0,3,aws
2,1515525430.0,1,aws
2,1515526330.0,1,aws
2,1515527230.0,4,aws
2,1515528130.0,3,aws
2,1515529030.0,1,aws
2,1515529930.0,7,aws
2,1515530830.0,0,aws
2,1515531730.0,4,aws
2,1515532630.0,24,aws
2,1515533530.0,50,aws
2,1515534430.0,34,aws
2,1515535330.0,22,aws
2,1515536230.0,11,aws
2,1515537130.0,11,aws
2,1515538030.0,10,aws
2,1515538930.0,6,aws
2,1515539830.0,2,aws
2,1515540730.0,3,aws
2,1515541630.0,1,aws
2,1515542530.0,0,aws
2,1515543430.0,4,aws
2,1515544330.0,3,aws
2,1515545230.0,1,aws
2,1515546130.0,1,aws
2,1515547030.0,0,aws
2,1515547930.0,0,aws
2,1515548830.0,1,aws
2,1515549730.0,4,aws
2,1515550630.0,1,aws
2,1515551530.0,0,aws
2,1515552430.0,3,aws
2,1515553330.0,5,aws
2,1515554230.0,0,aws
2,1515555130.0,1,aws
2,1515556030.0,1,aws
2,1515556930.0,0,aws
2,1515557830.0,0,aws
2,1515558730.0,0,aws
2,1515559630.0,0,aws
2,1515560530.0,0,aws
2,1515561430.0,1,aws
2,1515562330.0,1,aws
2,1515563230.0,0,aws
2,1515564130.0,3,aws
2,1515565030.0,2,aws
2,1515565930.0,1,aws
2,1515566830.0,0,aws
2,1515567730.0,0,aws
2,1515568630.0,2,aws
6,1519959291.0,0,aws
6,1519960191.0,0,aws
6,1519961091.0,0,aws
6,1519961991.0,0,aws
6,1519962891.0,0,aws
6,1519963791.0,0,aws
6,1519964691.0,1,aws
6,1519965591.0,0,aws
6,1519966491.0,0,aws
6,1519967391.0,1,aws
6,1519968291.0,0,aws
6,1519969191.0,0,aws
6,1519970091.0,0,aws
6,1519970991.0,0,aws
6,1519971891.0,0,aws
6,1519972791.0,0,aws
6,1519973691.0,0,aws
6,1519974591.0,0,aws
6,1519975491.0,0,aws
6,1519976391.0,0,aws
6,1519977291.0,0,aws
6,1519978191.0,0,aws
6,1519979091.0,0,aws
6,1519979991.0,0,aws
6,1519980891.0,0,aws
6,1519981791.0,0,aws
6,1519982691.0,0,aws
6,1519983591.0,0,aws
6,1519984491.0,1,aws
6,1519985391.0,0,aws
6,1519986291.0,0,aws
6,1519987191.0,0,aws
6,1519988091.0,1,aws
6,1519988991.0,0,aws
6,1519989891.0,0,aws
6,1519990791.0,1,aws
6,1519991691.0,0,aws
6,1519992591.0,0,aws
6,1519993491.0,0,aws
6,1519994391.0,0,aws
6,1519995291.0,0,aws
6,1519996191.0,1,aws
6,1519997091.0,0,aws
6,1519997991.0,0,aws
6,1519998891.0,1,aws
6,1519999791.0,20,aws
6,1520000691.0,26,aws
6,1520001591.0,47,aws
6,1520002491.0,53,aws
6,1520003391.0,68,aws
6,1520004291.0,99,aws
6,1520005191.0,67,aws
6,1520006091.0,54,aws
6,1520006991.0,110,aws
6,1520007891.0,87,aws
6,1520008791.0,100,aws
6,1520009691.0,80,aws
6,1520010591.0,72,aws
6,1520011491.0,72,aws
6,1520012391.0,89,aws
6,1520013291.0,116,aws
6,1520014191.0,91,aws
6,1520015091.0,52,aws
6,1520015991.0,44,aws
6,1520016891.0,51,aws
6,1520017791.0,21,aws
6,1520018691.0,143,aws
6,1520019591.0,256,aws
6,1520020491.0,317,aws
6,1520021391.0,272,aws
6,1520022291.0,106,aws
6,1520023191.0,50,aws
6,1520024091.0,37,aws
6,1520024991.0,23,aws
6,1520025891.0,12,aws
6,1520026791.0,19,aws
6,1520027691.0,9,aws
6,1520028591.0,6,aws
6,1520029491.0,7,aws
6,1520030391.0,11,aws
6,1520031291.0,5,aws
6,1520032191.0,6,aws
6,1520033091.0,5,aws
6,1520033991.0,0,aws
6,1520034891.0,1,aws
6,1520035791.0,4,aws
6,1520036691.0,2,aws
6,1520037591.0,3,aws
6,1520038491.0,6,aws
6,1520039391.0,1,aws
6,1520040291.0,2,aws
6,1520041191.0,1,aws
6,1520042091.0,2,aws
6,1520042991.0,1,aws
6,1520043891.0,1,aws
26,1521511570.0,0,aws
26,1521512470.0,0,aws
26,1521513370.0,0,aws
26,1521514270.0,0,aws
26,1521515170.0,0,aws
26,1521516070.0,0,aws
26,1521516970.0,2,aws
26,1521517870.0,1,aws
26,1521518770.0,0,aws
26,1521519670.0,1,aws
26,1521520570.0,0,aws
26,1521521470.0,0,aws
26,1521522370.0,1,aws
26,1521523270.0,0,aws
26,1521524170.0,0,aws
26,1521525070.0,0,aws
26,1521525970.0,0,aws
26,1521526870.0,0,aws
26,1521527770.0,0,aws
26,1521528670.0,0,aws
26,1521529570.0,1,aws
26,1521530470.0,0,aws
26,1521531370.0,0,aws
26,1521532270.0,1,aws
26,1521533170.0,0,aws
26,1521534070.0,0,aws
26,1521534970.0,0,aws
26,1521535870.0,0,aws
26,1521536770.0,0,aws
26,1521537670.0,0,aws
26,1521538570.0,0,aws
26,1521539470.0,0,aws
26,1521540370.0,0,aws
26,1521541270.0,0,aws
26,1521542170.0,0,aws
26,1521543070.0,0,aws
26,1521543970.0,0,aws
26,1521544870.0,0,aws
26,1521545770.0,0,aws
26,1521546670.0,0,aws
26,1521547570.0,0,aws
26,1521548470.0,0,aws
26,1521549370.0,1,aws
26,1521550270.0,1,aws
9,1521551164.0,1,aws
26,1521551170.0,8,aws
9,1521552064.0,8,aws
26,1521552070.0,6,aws
9,1521552964.0,6,aws
26,1521552970.0,21,aws
9,1521553864.0,21,aws
26,1521553870.0,21,aws
9,1521554764.0,21,aws
26,1521554770.0,12,aws
9,1521555664.0,12,aws
26,1521555670.0,10,aws
9,1521556564.0,10,aws
26,1521556570.0,13,aws
9,1521557464.0,13,aws
26,1521557470.0,13,aws
9,1521558364.0,13,aws
26,1521558370.0,10,aws
9,1521559264.0,10,aws
26,1521559270.0,66,aws
9,1521560164.0,66,aws
26,1521560170.0,136,aws
9,1521561064.0,136,aws
26,1521561070.0,101,aws
9,1521561964.0,101,aws
26,1521561970.0,67,aws
9,1521562864.0,67,aws
26,1521562870.0,55,aws
9,1521563764.0,55,aws
26,1521563770.0,37,aws
9,1521564664.0,37,aws
26,1521564670.0,27,aws
9,1521565564.0,27,aws
26,1521565570.0,22,aws
9,1521566464.0,22,aws
26,1521566470.0,18,aws
9,1521567364.0,18,aws
26,1521567370.0,9,aws
9,1521568264.0,9,aws
26,1521568270.0,12,aws
9,1521569164.0,12,aws
26,1521569170.0,8,aws
9,1521570064.0,8,aws
26,1521570070.0,9,aws
9,1521570964.0,9,aws
26,1521570970.0,9,aws
9,1521571864.0,9,aws
26,1521571870.0,6,aws
9,1521572764.0,6,aws
26,1521572770.0,1,aws
9,1521573664.0,1,aws
26,1521573670.0,11,aws
9,1521574564.0,11,aws
26,1521574570.0,9,aws
9,1521575464.0,9,aws
26,1521575470.0,4,aws
9,1521576364.0,4,aws
26,1521576370.0,11,aws
9,1521577264.0,11,aws
26,1521577270.0,9,aws
9,1521578164.0,9,aws
26,1521578170.0,5,aws
9,1521579064.0,5,aws
26,1521579070.0,7,aws
9,1521579964.0,7,aws
26,1521579970.0,4,aws
9,1521580864.0,4,aws
26,1521580870.0,4,aws
9,1521581764.0,4,aws
26,1521581770.0,2,aws
9,1521582664.0,2,aws
26,1521582670.0,1,aws
9,1521583564.0,1,aws
26,1521583570.0,3,aws
9,1521584464.0,3,aws
26,1521584470.0,3,aws
9,1521585364.0,3,aws
26,1521585370.0,0,aws
9,1521586264.0,0,aws
26,1521586270.0,2,aws
9,1521587164.0,2,aws
26,1521587170.0,1,aws
9,1521588064.0,1,aws
26,1521588070.0,2,aws
9,1521588964.0,2,aws
26,1521588970.0,1,aws
9,1521589864.0,1,aws
26,1521589870.0,0,aws
9,1521590764.0,0,aws
26,1521590770.0,5,aws
9,1521591664.0,10,aws
26,1521591670.0,14,aws
9,1521592564.0,14,aws
26,1521592570.0,10,aws
9,1521593464.0,10,aws
26,1521593470.0,8,aws
9,1521594364.0,8,aws
26,1521594370.0,4,aws
9,1521595264.0,4,aws
26,1521595270.0,5,aws
9,1521596164.0,5,aws
26,1521596170.0,4,aws
9,1521597064.0,4,aws
9,1521597964.0,4,aws
9,1521598864.0,0,aws
9,1521599764.0,3,aws
9,1521600664.0,0,aws
9,1521601564.0,0,aws
9,1521602464.0,5,aws
9,1521603364.0,2,aws
9,1521604264.0,0,aws
9,1521605164.0,1,aws
9,1521606064.0,0,aws
9,1521606964.0,1,aws
9,1521607864.0,1,aws
9,1521608764.0,0,aws
9,1521609664.0,2,aws
9,1521610564.0,0,aws
9,1521611464.0,0,aws
9,1521612364.0,0,aws
9,1521613264.0,0,aws
9,1521614164.0,0,aws
9,1521615064.0,0,aws
9,1521615964.0,0,aws
9,1521616864.0,0,aws
9,1521617764.0,1,aws
9,1521618664.0,0,aws
9,1521619564.0,0,aws
9,1521620464.0,1,aws
9,1521621364.0,0,aws
9,1521622264.0,0,aws
9,1521623164.0,0,aws
9,1521624064.0,0,aws
9,1521624964.0,0,aws
9,1521625864.0,0,aws
9,1521626764.0,1,aws
9,1521627664.0,0,aws
9,1521628564.0,0,aws
9,1521629464.0,0,aws
9,1521630364.0,2,aws
9,1521631264.0,1,aws
9,1521632164.0,0,aws
9,1521633064.0,1,aws
9,1521633964.0,2,aws
9,1521634864.0,1,aws
9,1521635764.0,1,aws
34,1522811716.0,0,aws
34,1522812616.0,0,aws
34,1522813516.0,0,aws
34,1522814416.0,0,aws
34,1522815316.0,0,aws
34,1522816216.0,0,aws
34,1522817116.0,2,aws
34,1522818016.0,0,aws
34,1522818916.0,0,aws
34,1522819816.0,4,aws
34,1522820716.0,0,aws
34,1522821616.0,0,aws
34,1522822516.0,2,aws
34,1522823416.0,0,aws
34,1522824316.0,0,aws
34,1522825216.0,0,aws
34,1522826116.0,0,aws
34,1522827016.0,0,aws
34,1522827916.0,0,aws
34,1522828816.0,0,aws
34,1522829716.0,0,aws
34,1522830616.0,0,aws
34,1522831516.0,0,aws
34,1522832416.0,0,aws
34,1522833316.0,0,aws
34,1522834216.0,0,aws
34,1522835116.0,0,aws
34,1522836016.0,0,aws
34,1522836916.0,0,aws
34,1522837816.0,0,aws
34,1522838716.0,0,aws
34,1522839616.0,0,aws
34,1522840516.0,0,aws
34,1522841416.0,0,aws
34,1522842316.0,2,aws
34,1522843216.0,0,aws
34,1522844116.0,0,aws
34,1522845016.0,0,aws
34,1522845916.0,1,aws
34,1522846816.0,1,aws
34,1522847716.0,1,aws
34,1522848616.0,0,aws
34,1522849516.0,0,aws
34,1522850416.0,1,aws
34,1522851316.0,2,aws
34,1522852216.0,0,aws
34,1522853116.0,2,aws
34,1522854016.0,59,aws
34,1522854916.0,45,aws
34,1522855816.0,14,aws
34,1522856716.0,6,aws
34,1522857616.0,8,aws
34,1522858516.0,4,aws
34,1522859416.0,5,aws
34,1522860316.0,2,aws
34,1522861216.0,51,aws
34,1522862116.0,12,aws
34,1522863016.0,11,aws
34,1522863916.0,3,aws
34,1522864816.0,3,aws
34,1522865716.0,2,aws
34,1522866616.0,2,aws
34,1522867516.0,3,aws
34,1522868416.0,4,aws
34,1522869316.0,0,aws
34,1522870216.0,2,aws
34,1522871116.0,3,aws
34,1522872016.0,1,aws
34,1522872916.0,2,aws
34,1522873816.0,3,aws
34,1522874716.0,4,aws
34,1522875616.0,0,aws
34,1522876516.0,4,aws
34,1522877416.0,2,aws
34,1522878316.0,2,aws
34,1522879216.0,7,aws
34,1522880116.0,0,aws
34,1522881016.0,0,aws
34,1522881916.0,4,aws
34,1522882816.0,2,aws
34,1522883716.0,0,aws
34,1522884616.0,0,aws
34,1522885516.0,0,aws
34,1522886416.0,0,aws
34,1522887316.0,1,aws
34,1522888216.0,0,aws
34,1522889116.0,1,aws
34,1522890016.0,0,aws
34,1522890916.0,1,aws
34,1522891816.0,0,aws
34,1522892716.0,2,aws
34,1522893616.0,3,aws
34,1522894516.0,1,aws
34,1522895416.0,7,aws
34,1522896316.0,4,aws
50,1525335645.0,0,azure
50,1525336545.0,0,azure
50,1525337445.0,0,azure
50,1525338345.0,0,azure
50,1525339245.0,0,azure
50,1525340145.0,0,azure
50,1525341045.0,0,azure
50,1525341945.0,0,azure
50,1525342845.0,0,azure
50,1525343745.0,0,azure
50,1525344645.0,0,azure
50,1525345545.0,0,azure
50,1525346445.0,0,azure
50,1525347345.0,0,azure
50,1525348245.0,0,azure
50,1525349145.0,0,azure
50,1525350045.0,0,azure
50,1525350945.0,0,azure
50,1525351845.0,0,azure
50,1525352745.0,0,azure
50,1525353645.0,0,azure
50,1525354545.0,0,azure
50,1525355445.0,0,azure
50,1525356345.0,1,azure
50,1525357245.0,0,azure
50,1525358145.0,6,azure
50,1525359045.0,0,azure
50,1525359945.0,0,azure
50,1525360845.0,0,azure
50,1525361745.0,1,azure
50,1525362645.0,0,azure
50,1525363545.0,0,azure
50,1525364445.0,0,azure
50,1525365345.0,0,azure
50,1525366245.0,0,azure
50,1525367145.0,6,azure
50,1525368045.0,1,azure
50,1525368945.0,2,azure
50,1525369845.0,0,azure
50,1525370745.0,0,azure
50,1525371645.0,1,azure
50,1525372545.0,1,azure
50,1525373445.0,0,azure
50,1525374345.0,0,azure
50,1525375245.0,0,azure
50,1525376145.0,0,azure
50,1525377045.0,1,azure
50,1525377945.0,0,azure
50,1525378845.0,1,azure
50,1525379745.0,39,azure
50,1525380645.0,50,azure
50,1525381545.0,29,azure
50,1525382445.0,35,azure
50,1525383345.0,25,azure
50,1525384245.0,27,azure
50,1525385145.0,20,azure
50,1525386045.0,18,azure
50,1525386945.0,7,azure
50,1525387845.0,2,azure
50,1525388745.0,0,azure
50,1525389645.0,2,azure
50,1525390545.0,0,azure
50,1525391445.0,2,azure
50,1525392345.0,0,azure
50,1525393245.0,0,azure
50,1525394145.0,0,azure
50,1525395045.0,1,azure
50,1525395945.0,2,azure
50,1525396845.0,0,azure
50,1525397745.0,0,azure
50,1525398645.0,1,azure
50,1525399545.0,0,azure
50,1525400445.0,0,azure
50,1525401345.0,0,azure
50,1525402245.0,0,azure
50,1525403145.0,0,azure
50,1525404045.0,2,azure
50,1525404945.0,0,azure
50,1525405845.0,0,azure
50,1525406745.0,0,azure
50,1525407645.0,0,azure
50,1525408545.0,2,azure
50,1525409445.0,1,azure
50,1525410345.0,0,azure
50,1525411245.0,0,azure
50,1525412145.0,0,azure
50,1525413045.0,0,azure
50,1525413945.0,0,azure
50,1525414845.0,0,azure
50,1525415745.0,0,azure
50,1525416645.0,0,azure
50,1525417545.0,0,azure
50,1525418445.0,0,azure
50,1525419345.0,0,azure
50,1525420245.0,0,azure
36,1525664348.0,3,aws
36,1525665248.0,0,aws
36,1525666148.0,0,aws
36,1525667048.0,0,aws
36,1525667948.0,0,aws
36,1525668848.0,0,aws
36,1525669748.0,0,aws
36,1525670648.0,1,aws
36,1525671548.0,0,aws
36,1525672448.0,0,aws
36,1525673348.0,0,aws
36,1525674248.0,0,aws
36,1525675148.0,0,aws
36,1525676048.0,0,aws
36,1525676948.0,0,aws
36,1525677848.0,0,aws
36,1525678748.0,0,aws
36,1525679648.0,0,aws
36,1525680548.0,0,aws
36,1525681448.0,0,aws
36,1525682348.0,0,aws
36,1525683248.0,0,aws
36,1525684148.0,0,aws
36,1525685048.0,0,aws
36,1525685948.0,0,aws
36,1525686848.0,0,aws
36,1525687748.0,1,aws
36,1525688648.0,0,aws
36,1525689548.0,0,aws
36,1525690448.0,0,aws
36,1525691348.0,0,aws
36,1525692248.0,0,aws
36,1525693148.0,0,aws
36,1525694048.0,0,aws
36,1525694948.0,2,aws
36,1525695848.0,0,aws
36,1525696748.0,0,aws
36,1525697648.0,1,aws
36,1525698548.0,0,aws
36,1525699448.0,0,aws
36,1525700348.0,2,aws
36,1525701248.0,1,aws
36,1525702148.0,4,aws
36,1525703048.0,1,aws
36,1525703948.0,0,aws
36,1525704848.0,3,aws
36,1525705748.0,5,aws
36,1525706648.0,36,aws
36,1525707548.0,28,aws
36,1525708448.0,36,aws
36,1525709348.0,13,aws
36,1525710248.0,10,aws
36,1525711148.0,4,aws
36,1525712048.0,3,aws
36,1525712948.0,2,aws
36,1525713848.0,3,aws
36,1525714748.0,1,aws
36,1525715648.0,4,aws
36,1525716548.0,1,aws
36,1525717448.0,0,aws
36,1525718348.0,1,aws
36,1525719248.0,2,aws
36,1525720148.0,1,aws
36,1525721048.0,0,aws
36,1525721948.0,2,aws
36,1525722848.0,3,aws
36,1525723748.0,1,aws
36,1525724648.0,2,aws
36,1525725548.0,2,aws
36,1525726448.0,0,aws
36,1525727348.0,1,aws
36,1525728248.0,2,aws
36,1525729148.0,1,aws
36,1525730048.0,0,aws
36,1525730948.0,0,aws
36,1525731848.0,0,aws
36,1525732748.0,1,aws
36,1525733648.0,0,aws
36,1525734548.0,1,aws
36,1525735448.0,0,aws
36,1525736348.0,0,aws
36,1525737248.0,1,aws
36,1525738148.0,1,aws
36,1525739048.0,0,aws
36,1525739948.0,0,aws
36,1525740848.0,0,aws
36,1525741748.0,1,aws
36,1525742648.0,0,aws
36,1525743548.0,2,aws
36,1525744448.0,0,aws
36,1525745348.0,0,aws
36,1525746248.0,0,aws
36,1525747148.0,0,aws
36,1525748048.0,0,aws
36,1525748948.0,1,aws
61,1526350270.0,0,aws
61,1526351170.0,0,aws
61,1526352070.0,1,aws
61,1526352970.0,0,aws
61,1526353870.0,2,aws
61,1526354770.0,1,aws
61,1526355670.0,0,aws
61,1526356570.0,0,aws
61,1526357470.0,0,aws
61,1526358370.0,0,aws
61,1526359270.0,0,aws
61,1526360170.0,0,aws
61,1526361070.0,0,aws
61,1526361970.0,0,aws
61,1526362870.0,0,aws
61,1526363770.0,0,aws
61,1526364670.0,0,aws
61,1526365570.0,1,aws
61,1526366470.0,0,aws
61,1526367370.0,0,aws
61,1526368270.0,0,aws
61,1526369170.0,0,aws
61,1526370070.0,0,aws
61,1526370970.0,0,aws
61,1526371870.0,0,aws
61,1526372770.0,0,aws
61,1526373670.0,0,aws
61,1526374570.0,0,aws
61,1526375470.0,0,aws
61,1526376370.0,0,aws
61,1526377270.0,0,aws
61,1526378170.0,0,aws
61,1526379070.0,0,aws
61,1526379970.0,0,aws
61,1526380870.0,0,aws
61,1526381770.0,0,aws
61,1526382670.0,0,aws
61,1526383570.0,0,aws
61,1526384470.0,0,aws
61,1526385370.0,0,aws
61,1526386270.0,1,aws
61,1526387170.0,0,aws
61,1526388070.0,1,aws
61,1526388970.0,18,aws
61,1526389870.0,13,aws
61,1526390770.0,9,aws
61,1526391670.0,8,aws
61,1526392570.0,56,aws
61,1526393470.0,32,aws
61,1526394370.0,25,aws
61,1526395270.0,15,aws
61,1526396170.0,22,aws
61,1526397070.0,22,aws
61,1526397970.0,14,aws
61,1526398870.0,5,aws
61,1526399770.0,4,aws
61,1526400670.0,3,aws
61,1526401570.0,3,aws
61,1526402470.0,5,aws
61,1526403370.0,2,aws
61,1526404270.0,1,aws
61,1526405170.0,5,aws
61,1526406070.0,8,aws
61,1526406970.0,3,aws
61,1526407870.0,3,aws
61,1526408770.0,2,aws
61,1526409670.0,4,aws
61,1526410570.0,1,aws
61,1526411470.0,1,aws
61,1526412370.0,5,aws
61,1526413270.0,1,aws
61,1526414170.0,1,aws
61,1526415070.0,2,aws
61,1526415970.0,1,aws
61,1526416870.0,3,aws
61,1526417770.0,0,aws
61,1526418670.0,0,aws
61,1526419570.0,1,aws
61,1526420470.0,0,aws
61,1526421370.0,2,aws
61,1526422270.0,1,aws
61,1526423170.0,0,aws
61,1526424070.0,2,aws
61,1526424970.0,0,aws
61,1526425870.0,0,aws
61,1526426770.0,1,aws
61,1526427670.0,0,aws
61,1526428570.0,2,aws
61,1526429470.0,0,aws
61,1526430370.0,0,aws
61,1526431270.0,2,aws
61,1526432170.0,1,aws
61,1526433070.0,0,aws
61,1526433970.0,1,aws
61,1526434870.0,1,aws
22,1527061247.0,0,azure
22,1527062147.0,1,azure
22,1527063047.0,0,azure
22,1527063947.0,0,azure
22,1527064847.0,0,azure
22,1527065747.0,0,azure
22,1527066647.0,0,azure
22,1527067547.0,0,azure
22,1527068447.0,0,azure
22,1527069347.0,0,azure
22,1527070247.0,0,azure
22,1527071147.0,0,azure
22,1527072047.0,0,azure
22,1527072947.0,0,azure
22,1527073847.0,0,azure
22,1527074747.0,0,azure
22,1527075647.0,0,azure
22,1527076547.0,0,azure
22,1527077447.0,1,azure
22,1527078347.0,1,azure
22,1527079247.0,0,azure
22,1527080147.0,0,azure
22,1527081047.0,0,azure
22,1527081947.0,1,azure
22,1527082847.0,1,azure
22,1527083747.0,0,azure
22,1527084647.0,0,azure
22,1527085547.0,0,azure
22,1527086447.0,0,azure
22,1527087347.0,0,azure
22,1527088247.0,0,azure
22,1527089147.0,0,azure
22,1527090047.0,0,azure
22,1527090947.0,0,azure
22,1527091847.0,0,azure
22,1527092747.0,2,azure
22,1527093647.0,2,azure
22,1527094547.0,2,azure
22,1527095447.0,0,azure
22,1527096347.0,0,azure
22,1527097247.0,0,azure
22,1527098147.0,0,azure
22,1527099047.0,1,azure
22,1527099947.0,0,azure
22,1527100847.0,6,azure
22,1527101747.0,9,azure
22,1527102647.0,21,azure
