,group,timespan,magnitude,drop,shape,startdate,enddate
214,214,0 days 00:16:00,8428.377777777778,89.92571727991995,946.2888888888889,2021-02-17 01:52:00,2021-02-17 02:08:00
215,215,0 days 00:20:00,22676.870967741936,100.0,-2042.4083333333335,2021-02-17 17:12:00,2021-02-17 17:32:00
216,216,0 days 00:08:00,1260.095238095238,99.95467250887663,89.52929292929291,2021-02-17 17:26:00,2021-02-17 17:34:00
217,217,0 days 00:08:00,1191.625,82.65845833694615,178.1330808080808,2021-02-17 17:38:00,2021-02-17 17:46:00
218,218,0 days 00:06:00,2408.0,88.28921317005207,619.35,2021-02-17 17:44:00,2021-02-17 17:50:00
219,219,0 days 00:14:00,4444.488888888889,93.29539358600583,564.2361111111111,2021-02-17 17:44:00,2021-02-17 17:58:00
220,220,0 days 00:28:00,14463.096428571429,88.59192233371624,770.7757407407407,2021-02-17 18:00:00,2021-02-17 18:28:00
221,221,0 days 00:06:00,1393.6500000000015,7.904475885010342,-357.80624999999964,2021-02-19 03:12:00,2021-02-19 03:18:00
222,222,0 days 00:08:00,3004.139189189191,19.167669067975027,-625.6528378378382,2021-02-28 06:20:00,2021-02-28 06:28:00
223,223,0 days 00:12:00,10328.475,75.62022499057353,-1465.0464285714286,2021-02-28 06:26:00,2021-02-28 06:38:00
224,224,0 days 01:08:00,12730.725,93.20836704287122,-122.75000000000006,2021-02-28 06:26:00,2021-02-28 07:34:00
225,225,0 days 00:18:00,4463.150000000001,62.923526446942226,-451.9225000000001,2021-03-02 21:26:00,2021-03-02 21:44:00
226,226,0 days 00:10:00,2475.475,94.13078817031551,-196.17083333333335,2021-03-02 21:44:00,2021-03-02 21:54:00
227,227,0 days 00:06:00,1685.5,91.61072913552735,386.78125,2021-03-02 21:48:00,2021-03-02 21:54:00
228,228,0 days 00:22:00,2069.2749999999996,14.99808834214869,-121.70416666666658,2021-03-03 03:22:00,2021-03-03 03:44:00
229,229,0 days 00:08:00,2662.640039138185,19.195766982048383,-573.6880078276369,2021-03-16 02:56:00,2021-03-16 03:04:00
230,230,0 days 00:14:00,13482.781818181818,80.74239952381903,-1704.203205128205,2021-03-16 14:42:00,2021-03-16 14:56:00
231,231,0 days 00:06:00,2820.1858974358975,52.34746085383847,694.35625,2021-03-16 16:02:00,2021-03-16 16:08:00
232,232,0 days 00:16:00,7012.825,57.6653304553397,752.6460113960114,2021-03-16 16:08:00,2021-03-16 16:24:00
233,233,0 days 00:06:00,1720.75,9.373182864901153,-52.4375,2021-03-16 17:20:00,2021-03-16 17:26:00
234,234,0 days 00:52:00,8213.075,100.0,-298.2490740740741,2021-03-17 08:40:00,2021-03-17 09:32:00
235,235,0 days 00:10:00,3591.675,100.0,598.6083333333335,2021-03-17 09:32:00,2021-03-17 09:42:00
236,236,0 days 00:20:00,1926.2249999999995,24.45782597102479,-57.71818181818187,2021-03-24 06:56:00,2021-03-24 07:16:00
237,237,0 days 01:14:00,9076.475,37.200002049253825,-239.8171052631579,2021-03-24 20:06:00,2021-03-24 21:20:00
238,238,0 days 00:06:00,1720.5249999999996,21.082539915940643,-420.7249999999999,2021-03-25 07:14:00,2021-03-25 07:20:00
239,239,0 days 00:12:00,1542.1000000000022,6.474086964188075,-65.59890109890122,2021-03-25 18:48:00,2021-03-25 19:00:00
240,240,0 days 00:04:00,1010.8326923076929,4.332330542001856,351.61089743589764,2021-03-25 18:56:00,2021-03-25 19:00:00
241,241,0 days 00:14:00,5285.3499999999985,22.615863860231656,-666.0250000000001,2021-03-25 19:04:00,2021-03-25 19:18:00
242,242,0 days 00:06:00,1385.925000000001,7.897481045874542,-60.506250000000364,2021-03-31 16:40:00,2021-03-31 16:46:00
243,243,0 days 00:10:00,1441.4749999999985,6.233715406387773,-242.29583333333298,2021-04-05 20:42:00,2021-04-05 20:52:00
244,244,0 days 00:14:00,951.0730769230795,4.7789855205507195,-23.484375,2021-04-12 14:26:00,2021-04-12 14:40:00
245,245,0 days 00:12:00,3692.5818528221007,21.923540063065374,-545.1453928939999,2021-04-13 00:52:00,2021-04-13 01:04:00
246,246,0 days 00:08:00,3264.8166666666666,50.171088151377155,-224.41499999999996,2021-04-13 04:40:00,2021-04-13 04:48:00
247,247,0 days 00:10:00,698.375,7.839819040081721,-15.199999999999818,2021-04-15 06:20:00,2021-04-15 06:30:00
248,248,0 days 00:10:00,2460.9044871794868,23.22664274028827,-409.6916666666666,2021-04-17 06:24:00,2021-04-17 06:34:00
249,249,0 days 00:26:00,2258.9367647058816,27.962634618045172,-92.49821428571424,2021-04-17 06:36:00,2021-04-17 07:02:00
250,250,0 days 00:12:00,3875.7447368421035,19.14860531978006,-552.8885338345865,2021-04-22 17:22:00,2021-04-22 17:34:00
251,251,0 days 00:06:00,3031.3855263157893,18.709744378861416,-798.4539473684213,2021-04-22 17:36:00,2021-04-22 17:42:00
252,252,0 days 00:22:00,3466.8999999999996,21.397744438632472,-252.83377192982456,2021-04-22 17:36:00,2021-04-22 17:58:00
253,253,0 days 00:54:00,3466.8999999999996,21.397744438632472,-45.35286654135338,2021-04-22 17:36:00,2021-04-22 18:30:00
254,254,0 days 00:06:00,771.6899004267434,4.612276181565363,-228.11348684210543,2021-04-22 18:54:00,2021-04-22 19:00:00
255,255,0 days 00:08:00,1871.2250000000004,12.243252217636737,-401.1349999999999,2021-04-22 19:12:00,2021-04-22 19:20:00
256,256,0 days 00:06:00,1126.806081081082,8.448896420081255,-309.0452702702705,2021-04-22 19:24:00,2021-04-22 19:30:00
257,257,0 days 00:04:00,1327.6973684210534,9.958165932917467,405.4976190476191,2021-04-22 19:38:00,2021-04-22 19:42:00
258,258,0 days 01:34:00,9267.189743589744,65.10784161132632,-66.85937499999994,2021-04-22 19:46:00,2021-04-22 21:20:00
259,259,0 days 01:18:00,6007.458164642376,44.94047378678101,10.096250000000008,2021-04-22 20:46:00,2021-04-22 22:04:00
260,260,0 days 00:32:00,1701.4057692307688,12.123256323823611,-54.22205882352939,2021-04-23 00:14:00,2021-04-23 00:46:00
261,261,0 days 00:12:00,4739.668589743589,25.473974498680334,-560.3464285714288,2021-04-26 15:50:00,2021-04-26 16:02:00
262,262,0 days 00:12:00,4739.668589743589,25.473974498680334,-560.3464285714288,2021-04-26 15:50:00,2021-04-26 16:02:00
263,263,0 days 00:36:00,6022.625,32.36939308311733,-105.73815789473691,2021-04-26 15:50:00,2021-04-26 16:26:00
264,264,0 days 00:10:00,1003.0551282051292,8.647138783735386,-142.29999999999987,2021-05-10 02:04:00,2021-05-10 02:14:00
265,265,0 days 00:40:00,855.5749999999998,11.893682165558602,-2.6273809523809613,2021-05-13 05:48:00,2021-05-13 06:28:00
266,266,0 days 01:46:00,11444.068049932524,90.24631917571097,-213.29987129504676,2021-05-14 00:56:00,2021-05-14 02:42:00
267,267,0 days 01:30:00,5574.260989010991,29.68165774718929,-121.08113354037268,2021-05-17 18:52:00,2021-05-17 20:22:00
268,268,0 days 00:06:00,2753.491129032258,17.07488154379662,-717.9174937965258,2021-05-18 15:50:00,2021-05-18 15:56:00
269,269,0 days 00:08:00,2590.787179487179,17.15470537201378,-582.45,2021-05-18 15:54:00,2021-05-18 16:02:00
270,270,0 days 00:10:00,1582.7535714285714,12.733152322257183,-242.48573232323238,2021-05-18 16:06:00,2021-05-18 16:16:00
271,271,0 days 00:08:00,1876.471621621622,12.09234282855951,-353.82932432432426,2021-05-18 17:40:00,2021-05-18 17:48:00
272,272,0 days 00:06:00,2150.9407149084564,16.001674153290097,-545.340619694397,2021-05-18 17:52:00,2021-05-18 17:58:00
273,273,0 days 00:16:00,2889.835294117647,25.156926102118476,-269.8576164874551,2021-05-18 18:14:00,2021-05-18 18:30:00
274,274,0 days 01:04:00,7422.225,91.77828956520395,-146.02348484848483,2021-05-18 18:52:00,2021-05-18 19:56:00
