,group,timespan,magnitude,drop,shape,startdate,enddate
188,188,0 days 00:12:00,1521.4871794871797,6.429661960018592,-9.25924908424869,2021-01-22 20:58:00,2021-01-22 21:10:00
189,189,0 days 00:12:00,12396.78125,63.329661558109834,-595.3749999999998,2021-01-25 16:06:00,2021-01-25 16:18:00
190,190,0 days 01:28:00,8751.604296604295,41.205698269927524,-73.6361111111111,2021-01-28 21:48:00,2021-01-28 23:16:00
191,191,0 days 00:06:00,3522.2355263157897,19.145486873009915,-918.384455128205,2021-01-29 01:42:00,2021-01-29 01:48:00
192,192,0 days 00:22:00,1057.5641025641035,6.4186360651247725,-34.420504385964854,2021-01-29 02:16:00,2021-01-29 02:38:00
193,193,0 days 00:08:00,939.7207602339186,9.311055833104461,-77.62448717948719,2021-01-29 07:16:00,2021-01-29 07:24:00
194,194,0 days 00:10:00,3579.038461538461,25.66262834071962,-594.2474012474013,2021-01-29 12:06:00,2021-01-29 12:16:00
195,195,0 days 00:12:00,2164.538461538461,17.27209113899187,-240.8108859104281,2021-01-29 12:14:00,2021-01-29 12:26:00
196,196,0 days 00:12:00,4287.577898550725,41.438406771494286,-165.91545732925027,2021-01-29 12:42:00,2021-01-29 12:54:00
197,197,0 days 00:30:00,8982.708571428573,38.17648415965418,-205.1303707553709,2021-01-29 19:00:00,2021-01-29 19:30:00
198,198,0 days 00:06:00,3213.812865497075,17.737871263081203,892.9121052631576,2021-01-29 19:10:00,2021-01-29 19:16:00
199,199,0 days 00:08:00,1533.653174603176,7.100405843929181,-246.86857142857116,2021-01-30 03:04:00,2021-01-30 03:12:00
200,200,0 days 00:08:00,2717.716891891894,8.88465296976733,538.3835065835068,2021-01-30 19:58:00,2021-01-30 20:06:00
201,201,0 days 00:32:00,6297.400809716597,18.905077782123513,-15.828054298642469,2021-01-30 19:58:00,2021-01-30 20:30:00
202,202,0 days 02:08:00,14053.415384615384,98.46153846153845,-215.6398520710059,2021-02-04 13:06:00,2021-02-04 15:14:00
203,203,0 days 02:32:00,14273.0,100.0,-60.884090909090894,2021-02-04 13:06:00,2021-02-04 15:38:00
204,204,0 days 00:08:00,3342.4252136752148,30.852498605552398,701.9363499245853,2021-02-04 15:34:00,2021-02-04 15:42:00
205,205,0 days 00:12:00,4553.836111111112,37.80693700992415,674.4418067226891,2021-02-04 15:34:00,2021-02-04 15:46:00
206,206,0 days 00:16:00,879.4144672531766,9.254229121637152,-41.61403508771946,2021-02-10 07:06:00,2021-02-10 07:22:00
207,207,0 days 00:14:00,13783.702304147464,65.6252864600417,-577.2739583333334,2021-02-10 16:30:00,2021-02-10 16:44:00
208,208,0 days 00:12:00,4863.4125,95.98256356109908,668.8422174840086,2021-02-12 03:14:00,2021-02-12 03:26:00
209,209,0 days 00:06:00,701.8999999999996,5.96087090370591,-186.4937500000001,2021-02-12 08:04:00,2021-02-12 08:10:00
210,210,0 days 00:54:00,14980.266666666666,99.42258936591021,-175.36874999999992,2021-02-16 13:02:00,2021-02-16 13:56:00
211,211,0 days 00:24:00,8454.05,88.435648121512,468.5711538461538,2021-02-16 13:30:00,2021-02-16 13:54:00
212,212,0 days 00:22:00,20702.45,100.0,-1715.2909722222223,2021-02-17 01:24:00,2021-02-17 01:46:00
213,213,0 days 00:08:00,1187.5555555555557,99.91586426100775,62.6,2021-02-17 01:40:00,2021-02-17 01:48:00
