,group,timespan,magnitude,drop,shape,startdate,enddate
21,21,0 days 00:34:00,6937.225000000002,24.154872383227243,-96.24027777777782,2021-01-20 18:46:00,2021-01-20 19:20:00
22,22,0 days 00:08:00,1528.449999999997,4.131937052468658,-354.8199999999997,2021-01-29 18:48:00,2021-01-29 18:56:00
23,23,0 days 00:12:00,1489.3499999999985,4.021382028592626,-194.0392857142859,2021-01-29 22:10:00,2021-01-29 22:22:00
24,24,0 days 00:12:00,2189.6000000000004,13.785678533540263,-62.554395604395594,2021-02-08 12:04:00,2021-02-08 12:16:00
25,25,0 days 00:36:00,23593.275,56.30332516980828,-197.81578947368422,2021-02-12 18:24:00,2021-02-12 19:00:00
26,26,0 days 01:34:00,15846.775,100.0,-53.6734374999999,2021-02-13 06:40:00,2021-02-13 08:14:00
27,27,0 days 03:40:00,32001.225000000002,78.76565407448977,-290.96711711711725,2021-02-25 20:36:00,2021-02-26 00:16:00
28,28,0 days 00:42:00,14366.55,59.196819003569345,-350.2136363636364,2021-03-09 02:20:00,2021-03-09 03:02:00
29,29,0 days 00:28:00,18752.75,77.5644207304463,-143.12666666666652,2021-03-25 15:00:00,2021-03-25 15:28:00
30,30,0 days 00:08:00,2195.175000000003,6.0701985308248965,-467.9949999999997,2021-03-26 22:58:00,2021-03-26 23:06:00
31,31,0 days 00:56:00,10152.175000000003,30.927543759572345,-159.94224137931025,2021-03-31 21:52:00,2021-03-31 22:48:00
32,32,0 days 01:02:00,25733.325,62.49441435752969,-116.79218749999995,2021-04-01 17:56:00,2021-04-01 18:58:00
33,33,0 days 00:10:00,3192.375,10.368001325077586,-111.64166666666704,2021-04-23 22:26:00,2021-04-23 22:36:00
34,34,0 days 00:06:00,2628.93611111111,12.003822281174848,122.01249999999982,2021-04-29 13:40:00,2021-04-29 13:46:00
35,35,0 days 00:48:00,9486.13782051282,26.59452588614424,-72.49899999999994,2021-05-07 17:40:00,2021-05-07 18:28:00
36,36,0 days 00:06:00,4228.225,33.24337605157639,-955.2249999999999,2021-05-10 10:50:00,2021-05-10 10:56:00
37,37,0 days 00:18:00,5816.75,72.12337259764413,-67.0375,2021-05-10 11:18:00,2021-05-10 11:36:00
38,38,0 days 00:22:00,2972.875,17.52564404881211,-12.68275515334335,2021-05-10 13:24:00,2021-05-10 13:46:00
39,39,0 days 00:28:00,2999.753205128207,9.090815490897313,-109.04799145299161,2021-05-10 19:18:00,2021-05-10 19:46:00
40,40,0 days 00:06:00,2488.9897435897437,7.522015339020186,-424.07243589743575,2021-05-10 19:56:00,2021-05-10 20:02:00
41,41,0 days 00:08:00,4425.7750000000015,13.352768139990957,116.11500000000015,2021-05-10 20:28:00,2021-05-10 20:36:00
42,42,0 days 00:04:00,5247.75,15.899213333191938,1717.9416666666657,2021-05-10 21:20:00,2021-05-10 21:24:00
43,43,0 days 00:08:00,5347.5,16.131708347159787,28.70500000000029,2021-05-10 21:24:00,2021-05-10 21:32:00
44,44,0 days 00:16:00,5661.1500000000015,17.077890735768804,593.7222222222222,2021-05-10 21:30:00,2021-05-10 21:46:00
45,45,0 days 00:04:00,5268.666666666668,15.895811334037319,1854.8166666666668,2021-05-10 21:44:00,2021-05-10 21:48:00
46,46,0 days 00:06:00,5893.950000000001,17.782320108613675,-1473.4875000000002,2021-05-10 21:48:00,2021-05-10 21:54:00
47,47,0 days 00:04:00,5995.5250000000015,18.086593864068305,2294.4166666666665,2021-05-10 23:54:00,2021-05-10 23:58:00
48,48,0 days 00:12:00,7489.6500000000015,22.593894235120217,-1066.3107142857136,2021-05-10 23:58:00,2021-05-11 00:10:00
49,49,0 days 00:08:00,5274.4339743589735,17.100869398913616,15.625,2021-05-17 16:34:00,2021-05-17 16:42:00
50,50,0 days 00:10:00,5376.083974358971,17.373183876602454,90.76249999999952,2021-05-17 16:34:00,2021-05-17 16:44:00
51,51,0 days 00:20:00,4167.999999999996,11.83810931079509,-352.74545454545427,2021-05-17 17:14:00,2021-05-17 17:34:00
