,group,timespan,magnitude,drop,shape,startdate,enddate
0,0,0 days 00:10:00,2486.6500000000015,11.558744302903108,-459.1458333333333,2020-08-10 22:50:00,2020-08-10 23:00:00
1,1,0 days 00:18:00,1735.4852564102566,9.978598047732987,-48.05,2020-08-17 14:48:00,2020-08-17 15:06:00
2,2,0 days 00:48:00,7793.524999999998,43.16522755343365,-57.84199999999997,2020-08-20 15:44:00,2020-08-20 16:32:00
3,3,0 days 00:44:00,4883.15,29.227293131827025,-68.82282608695657,2020-09-03 18:30:00,2020-09-03 19:14:00
4,4,0 days 01:18:00,2983.826923076924,17.977304607360907,-66.97815170940171,2020-09-04 17:22:00,2020-09-04 18:40:00
5,5,0 days 00:50:00,997.2858974358969,6.975075955027492,25.069017094017138,2020-09-04 18:46:00,2020-09-04 19:36:00
6,6,0 days 00:18:00,1922.5999999999995,19.409370023295082,-39.83249999999989,2020-10-01 14:28:00,2020-10-01 14:46:00
7,7,0 days 00:42:00,3445.75,48.30090027579488,-21.85909090909089,2020-10-27 10:36:00,2020-10-27 11:18:00
8,8,0 days 01:00:00,7223.75,64.32317637840148,-53.61854838709675,2020-10-31 09:42:00,2020-10-31 10:42:00
9,9,0 days 00:20:00,3862.3500000000004,35.85013366005792,-122.41590909090915,2020-11-04 15:54:00,2020-11-04 16:14:00
10,10,0 days 00:48:00,2070.4249999999993,14.53922062600617,-13.406999999999972,2020-11-10 18:06:00,2020-11-10 18:54:00
11,11,0 days 00:44:00,5760.225000000006,14.83660092841042,-51.68260869565236,2020-11-20 20:16:00,2020-11-20 21:00:00
12,12,0 days 01:50:00,25786.95,73.82861232888969,-95.13571428571426,2020-11-21 23:08:00,2020-11-22 00:58:00
13,13,0 days 00:08:00,2688.0999999999985,7.24894745180525,-561.7799999999988,2020-11-28 18:38:00,2020-11-28 18:46:00
14,14,0 days 00:18:00,3527.5999999999985,13.808274944220457,-139.9875,2020-11-30 17:10:00,2020-11-30 17:28:00
15,15,0 days 00:50:00,3775.625,16.661536645451548,-3.7798076923076085,2020-12-01 20:38:00,2020-12-01 21:28:00
16,16,0 days 00:14:00,9450.715384615381,33.14922091062394,1203.064423076923,2020-12-01 21:22:00,2020-12-01 21:36:00
17,17,0 days 00:12:00,1394.625,4.358962538004661,-166.778571428571,2021-01-02 19:38:00,2021-01-02 19:50:00
18,18,0 days 00:38:00,8757.825,30.431145464685372,-95.2887499999999,2021-01-05 17:54:00,2021-01-05 18:32:00
19,19,0 days 01:18:00,6801.5,21.352558955776203,-138.56499999999997,2021-01-07 20:40:00,2021-01-07 21:58:00
20,20,0 days 00:26:00,5717.4000000000015,15.553001502961735,-89.77857142857154,2021-01-09 17:00:00,2021-01-09 17:26:00
